ds,yhat,yhat_lower,yhat_upper
1959-09-01,455.4250746615507,427.26555036342234,484.2722990391773
1959-10-01,419.3654734213044,388.84412369670304,446.9227067406265
1959-11-01,387.415097961119,357.79497434997853,415.2611561392171
1959-12-01,417.06931722043356,388.79334242840787,444.6419877976686
1960-01-01,426.4536378621243,396.5855474168772,453.2068348958469
1960-02-01,419.4610408904707,389.360114976647,448.97001330667797
1960-03-01,455.2216032886608,427.6339953410738,484.0314674245403
1960-04-01,455.7800400130144,427.6650935461315,484.87814842474415
1960-05-01,458.5980177647909,430.1609605421649,488.0483115177236
1960-06-01,500.81303494661665,473.64862712302715,528.9806530206122
1960-07-01,539.6117635871117,510.7066668948727,567.416468474602
1960-08-01,540.5272331474948,512.6966711926542,571.0749902756088
1960-09-01,491.5362192765774,462.25612717384104,520.9200016709792
1960-10-01,456.7038104709279,428.9472886711519,486.4252305535915
1960-11-01,421.95537293825345,392.168546947872,450.0613599234462
1960-12-01,451.174707943581,421.6193573059289,481.52692520724213
1960-12-31,462.22507745413367,434.1306293693169,489.2171585309688
1961-01-31,454.9040900124816,425.50273637421344,480.33247560115007
1961-02-28,498.09249749828115,471.2903298692888,527.531758736948
1961-03-31,487.91004413937816,461.01093604186525,514.5047884492457
1961-04-30,498.586948907322,467.18070733674534,527.6111205033642
1961-05-31,534.1643517643412,503.237050645479,567.107341864015
1961-06-30,577.3076274572916,548.8241760350915,606.6700235495045
1961-07-31,575.7446623007477,546.792241500073,604.796983155848
1961-08-31,529.3274063275259,499.79575629360266,559.2845459523197
1961-09-30,492.5121269487702,463.63632903991595,521.0431141587162
1961-10-31,462.466932583195,433.2205752509525,490.593778389647
1961-11-30,492.12321974430813,463.2581473278094,521.5761136076305
